ID|word|meaning
454 | compelling | adj. 引人注目的；强制的；激发兴趣的 v. 强迫；以强力获得（compel的ing形式）
455 | dissentious | adj. 争吵的；好争论的
456 | bombard | v. 轰炸；炮击 n. 射石炮
457 | sebaceous | adj. 分泌脂质的；脂肪的，脂肪质的；似油脂或皮脂的
458 | elapse | v. 消逝；时间过去 n. 流逝；时间的过去
459 | productive | adj. 能生产的；生产的，生产性的；多产的；富有成效的
460 | polarize | v. （使）极化；（使）偏振；（使）两极分化
461 | ruddy | adj. 红的；红润的 adv. 极度；非常 vt. 使变红 vi. 变红 n. (Ruddy)人名；(英)拉迪
462 | sap | n. [植] 树液；精力，元气；活力；坑道 v. 使衰竭，使伤元气；挖掘以破坏基础
463 | philanthropic | adj. 博爱的；仁慈的
464 | visual | adj. 视觉的，视力的；栩栩如生的
465 | philanthropy | n. 博爱，慈善；慈善事业
466 | cant | n. 斜面；伪善之言；黑话；角落 v. 倾斜；讲黑话 adj. 行话的；哀诉声的；假仁假义的
467 | combination | n. 结合；组合；联合；[化学] 化合
468 | pulverize | v. 粉碎；使成粉末；研磨
469 | fulsome | adj. 令人生厌的；过度的
470 | mundane | adj. 世俗的，平凡的；世界的，宇宙的
471 | line | n. 路线，航线；排；绳 v. 排成一行；划线于；以线条标示；使…起皱纹
472 | jubilant | adj. 欢呼的；喜洋洋的
473 | afire | adj. 燃烧的；着火的 adv. 燃烧着；着火地
474 | fortunate | adj. 幸运的；侥幸的；吉祥的；带来幸运的
475 | apathy | n. 冷漠，无兴趣，漠不关心；无感情
476 | atone | v. 赎罪；弥补；偿还
477 | precaution | n. 预防，警惕；预防措施 vt. 警惕；预先警告
478 | reticent | adj. 沉默的；有保留的；谨慎的
479 | demure | adj. 端庄的；娴静的；严肃的；假装正直的 n. (Demure)人名；(法)德米尔
480 | symmetrical | adj. 匀称的，对称的
481 | revert | v. 回复；重提；返祖遗传；归还 n. 恢复原状者
482 | pile | n. 堆；大量；建筑群 v. 累积；打桩于
483 | disprove | v. 反驳，证明…是虚假的
484 | molecule | n. [化学] 分子；微小颗粒，微粒
485 | revocation | n. 取消；撤回；废除
486 | zenith | n. 顶峰；顶点；最高点
487 | robust | adj. 强健的；健康的；粗野的；粗鲁的
488 | embolden | v. 使有胆量，使大胆
489 | choleric | adj. 易怒的；暴躁的；胆汁质的
490 | machination | n. 阴谋；诡计
491 | revere | v. 敬畏；尊敬；崇敬
492 | encroach | v. 蚕食，侵占
493 | hallmark | n. 特点；品质证明 v. 给…盖上品质证明印记；使具有…标志
494 | quintessence | n. 精华；典范；第五元素（被视为地、水、火、风以外之构成宇宙的元素）
495 | chagrin | n. 懊恼；委屈；气愤 v. 使…懊恼
496 | zest | n. 风味；热心；强烈的兴趣 v. 给…调味
497 | arrange | v. 安排；排列；整理
498 | assemble | v. 集合，聚集；装配；收集
499 | cornea | n. [解剖] 角膜
500 | spate | n. 洪水；一阵；大雨；突然迸发
501 | agitate | v. 摇动；骚动；使…激动
502 | tour | n. 旅游，旅行；巡回演出 v. 旅行，在……旅游；在……作巡回演出
503 | blithesome | adj. 愉快的
504 | tout | v. 兜售；招徕；刺探赛马情报 n. 侦查者；兜售者
505 | anecdote | n. 轶事；奇闻；秘史
506 | cerebellum | n. [解剖] 小脑
507 | factious | adj. 好捣乱的；好搞派系的；源于派别的
508 | artistry | n. 艺术性；工艺；艺术技巧；艺术效果；艺术工作
509 | obdurate | adj. 顽固的，执拗的；冷酷无情的
510 | overcome | v. 克服；胜过
511 | iconoclast | n. 偶像破坏者；提倡打破旧习的人
512 | acceleration | n. 加速，促进；[物] 加速度
513 | poignant | adj. 尖锐的；辛酸的；深刻的；切中要害的 n. (Poignant)人名；(法)普瓦尼昂
514 | pungent | adj. 辛辣的；刺激性的；刺鼻的；苦痛的；尖刻的
515 | heat | n. 高温；压力；热度；热烈 v. 使激动；把…加热
516 | restitution | n. 恢复；赔偿；归还
517 | awry | adj. 错误的；扭曲的 adv. 歪曲地；歪斜地；错误地
518 | mordent | n. 涟音；波音
519 | dejected | adj. 沮丧的，灰心的
520 | upshot | n. 结果，结局；要点
521 | relegate | v. 把降低到；归入；提交
522 | narcissistic | adj. 自恋的；自我陶醉的
523 | intellectual | adj. 智力的；聪明的；理智的 n. 知识分子；凭理智做事者
524 | sloth | n. 怠惰，懒惰；[脊椎] 树懒
525 | heedless | adj. 不注意的；不留心的
526 | arboriculture | n. 树木的培植/栽培
527 | fulminate | v. 爆炸；电闪；怒喝 n. 雷酸盐；烈性炸药
528 | dwarf | v. 变矮小 n. 侏儒，矮子 adj. 矮小的
529 | resonance | n. [力] 共振；共鸣；反响
530 | retrace | v. 追溯；折回；重描
531 | dogged | adj. 顽强的；顽固的 vt. 跟踪；尾随（dog的过去式）
532 | diminutive | adj. 小的，小型的，微小的 n. 爱称；指小词；身材极小的人
533 | symmetry | n. 对称（性）；整齐，匀称
534 | facile | adj. （言语或理论）轻率的，未经深思熟虑的
535 | dissolve | v. 使溶解；使分解；使液化 n. 叠化画面；画面的溶暗
536 | repetition | n. 重复；背诵；副本
537 | stoic | n. 斯多葛学派哲学家；禁欲主义者；恬淡寡欲的人，不以苦乐为意的人 adj. 坚忍的，苦修的；斯多葛派的；禁欲主义的
538 | gross | adj. 总共的；粗野的；恶劣的；显而易见的 v. 总共收入 n. 总额，总数
539 | allegory | n. 寓言
540 | artless | adj. 天真的；朴实的；无虚饰的
541 | reciprocate | v. 报答；互换；互给
542 | virus | n. [病毒] 病毒；恶毒；毒害
543 | quarantine | v. 检疫；隔离；使隔离 n. 检疫；隔离；检疫期；封锁
544 | temporary | adj. 暂时的，临时的 n. 临时工，临时雇员
545 | superintendent | n. 监督人；负责人；主管；指挥者
546 | remiss | adj. 怠慢的；迟缓的；不小心的
547 | eclipse | v. 使黯然失色；形成蚀 n. 日蚀，月蚀；黯然失色
548 | equality | n. 平等；相等；[数] 等式
549 | virtu | n. 古董；艺术品爱好
550 | dramatic | adj. 戏剧的；急剧的；引人注目的；激动人心的
551 | reprimand | n. 谴责；训斥；申诉 v. 谴责；训斥；责难
552 | august | adj. 威严的；令人敬畏的 n. 八月（简写为Aug）
553 | immerse | v. 沉浸；使陷入
554 | suffrage | n. 选举权；投票；参政权；代祷；赞成票
555 | truculent | adj. 好斗的；野蛮的；言词刻毒的
556 | bailiff | n. 法警；执行官；区镇的地方长官
557 | indignant | adj. 愤愤不平的；义愤的
558 | paramount | adj. 最重要的，主要的；至高无上的 n. 最高统治者
559 | grievance | n. 不满，不平；委屈；冤情
560 | affectation | n. 做作；矫揉造作；假装
561 | neuron | n. [解剖] 神经元，神经单位
562 | savor | v. 尽情享受；使有风味；加调味品于；品尝，欣赏 n. 滋味；气味；食欲
563 | quagmire | n. 沼泽，沼泽地；无法脱身的困境
564 | unconscionable | adj. 不合理的；昧着良心的；肆无忌惮的；过度的
565 | posse | n. 一队；民防团；地方武装团队
566 | nutriment | n. 营养物；促进生长的东西
567 | bombast | n. 夸大的言辞 adj. 夸大的
568 | chateau | n. （法国封建时代的）城堡；（尤指法国的）别墅
569 | formula | n. [数] 公式，准则；配方；婴儿食品
570 | harass | v. 使困扰；使烦恼；反复袭击
571 | combustible | adj. 易燃的；易激动的；燃烧性的 n. 可燃物；易燃物
572 | purity | n. [化学] 纯度；纯洁；纯净；纯粹
573 | calamity | n. 灾难；不幸事件
574 | inhuman | adj. 残忍的；野蛮的；无人性的
575 | disavow | v. 否认，否定；抵赖；拒绝对…的责任
576 | diversify | v. 使多样化，使变化；增加产品种类以扩大
577 | amity | n. 友好；亲善关系；友好关系
578 | juncture | n. 接缝；连接；接合
579 | askew | adj. 歪斜的 adv. 歪斜地，斜地 n. (Askew)人名；(英)艾斯丘
580 | preface | n. 前言；引语 v. 为…加序言；以…开始
581 | arithmetic | n. 算术，算法
582 | cadenza | n. 装饰乐段
583 | memorize | v. 记住，背熟；记忆
584 | ingenious | adj. 有独创性的；机灵的，精制的；心灵手巧的
585 | waif | n. 流浪者；流浪儿；飘流物；无主物；信号旗
586 | collision | n. 碰撞；冲突；（意见，看法）的抵触；（政党等的）倾轧
587 | stanch | v. 止血；使不漏；平息 adj. 坚固的；忠实的；防水的
588 | prehensile | adj. 适于抓握的；善于领会的
589 | hodgepodge | n. 大杂烩；混煮；一团糟 vt. 使混乱
590 | ribald | adj. 下流的；言谈粗俗的 n. 言谈粗俗的人；说下流话的人
591 | undue | adj. 过度的，过分的；不适当的；未到期的
592 | biodegradable | adj. 生物所能分解的，能进行生物降解的
593 | saline | adj. 盐的；含盐分的 n. 盐湖；碱盐泻药
594 | recombination | n. 复合，再结合；[遗] 重组
595 | preferential | adj. 优先的；选择的；特惠的；先取的
596 | vulnerable | adj. 易受攻击的，易受…的攻击；易受伤害的；有弱点的
597 | digit | n. 数字；手指或足趾；一指宽
598 | antipathy | n. 反感；厌恶；憎恶；不相容
599 | carnal | adj. 肉体的；肉欲的；淫荡的；性欲的 n. (Carnal)人名；(西)卡纳尔
600 | stealth | n. 秘密；秘密行动；鬼祟
601 | beaker | n. 烧杯；大口杯
602 | meddler | n. 干涉者；爱管闲事的人
603 | decent | adj. 正派的；得体的；相当好的
604 | transcendent | adj. 卓越的；超常的；出类拔萃的 n. 卓越的人；超绝物
605 | modulate | v. 调节；（信号）调制；调整
606 | untoward | adj. 不幸的；麻烦的；倔强的；困难的
607 | Iron | n. 熨斗；烙铁；坚强 v. 熨；用铁铸成 adj. 铁的；残酷的；刚强的
608 | acclaim | v. 称赞；为…喝彩，向…欢呼 n. 欢呼，喝彩；称赞
609 | adhere | v. 坚持；依附；粘着；追随
610 | fern | n. [植] 蕨；[植] 蕨类植物
611 | naive | adj. 天真的,幼稚的
612 | distraught | adj. 发狂的；心烦意乱的
613 | salacious | adj. 好色的；猥亵的；淫荡的
614 | supercilious | adj. 目空一切的，高傲的；傲慢的，自大的
615 | giraffe | n. 长颈鹿
616 | perspicuous | adj. 明了的；清晰明白的；易懂的
617 | donate | v. 捐赠；捐献 n. 捐赠；捐献
618 | skirt | n. 裙子 v. 绕过，回避；位于…边缘
619 | elicit | v. 抽出，引出；引起
620 | integer | n. [数] 整数；整体；完整的事物
621 | clergy | n. 神职人员；牧师；僧侣
622 | compliment | n. 恭维；称赞；问候；致意；道贺 v. 恭维；称赞
623 | unequivocal | adj. 明确的；不含糊的
624 | incredulous | adj. 怀疑的；不轻信的
625 | glimpse | n. 一瞥，一看 v. 瞥见
626 | soda | n. 苏打；碳酸水
627 | altruistic | adj. 利他的；无私心的
628 | pallid | adj. 苍白的；暗淡的；无生气的
629 | cession | n. （权利的）转让，出让；（领土的）割让
630 | adjuration | n. 严令；恳请；立誓
631 | forage | n. 饲料；草料；搜索 v. 搜寻粮草；搜寻
632 | erudite | adj. 博学的；有学问的 n. 饱学之士
633 | retouch | n. 润饰；修整部分 v. 润饰；修整
634 | conception | n. 怀孕；概念；设想；开始
635 | warrant | n. 根据；证明；正当理由；委任状 v. 保证；担保；批准；辩解
636 | body | n. 身体；主体；大量；团体；主要部分 v. 赋以形体
637 | trepidation | n. 恐惧；惊恐；忧虑；颤抖
638 | haggard | adj. 憔悴的；野性的 n. 野鹰
639 | egregious | adj. 惊人的；过分的；恶名昭彰的
640 | acclivity | n. 向上的斜坡；[建] 上斜
641 | virtuoso | n. 艺术品鉴赏家；古董收藏家；艺术大师 adj. 行家里手的；艺术爱好者的
642 | captious | adj. 挑剔的；吹毛求疵的
643 | adulate | v. 过分称赞；谄媚；奉承
644 | antenatal | adj. 产前的；出生前的
645 | solecism | n. 语法错误，文理不通；谬误，失礼
646 | semiconscious | adj. 半意识的；半清醒的
647 | perambulate | v. 巡行；巡视；漫步
648 | mishap | n. 灾祸；不幸事故；晦气
649 | butte | n. 孤峰；孤立的丘
650 | impromptu | n. 即兴曲；即席演出 adv. 即席地 adj. 即席的
651 | mystify | v. 使神秘化；使迷惑，使困惑
652 | frenzied | adj. 疯狂的；狂乱的；激怒的 v. 使狂乱（frenzy的过去式）
653 | ken | n. 视野范围，见地，知识范围
654 | counterpoint | n. 复调；对位法；旋律配合；对应物
655 | submerge | v. 淹没；把…浸入；沉浸
656 | derisive | adj. 嘲笑的，嘲弄的；可付之一笑的
657 | light | n. 光；光线；灯；打火机；领悟；浅色；天窗 adj. 轻的；浅色的；明亮的；轻松的；容易的；清淡的 v. 点着；变亮；着火 adv. 轻地；清楚地；轻便地
658 | key | n. （打字机等的）键；关键；钥匙 v. 键入；锁上；调节…的音调；提供线索 adj. 关键的
659 | coup | n. 政变；妙计；出乎意料的行动；砰然的一击 vt. 使…颠倒；使…倾斜 vi. 推倒；倾斜；溢出
660 | insulin | n. [生化][药] 胰岛素
661 | script | n. 脚本；手迹；书写用的字母 v. 把…改编为剧本
662 | measurement | n. 测量；[计量] 度量；尺寸；量度制
663 | scowl | n. 愁容；怒容；阴沉沉的样子 v. 皱眉；怒视
664 | receptive | adj. 善于接受的；能容纳的
665 | propellant | n. 推进物；推进燃料；发射火药 adj. 推进的
666 | comprise | v. 包含；由…组成
667 | typography | n. 排印；[印刷] 活版印刷术；印刷格式
668 | pedantic | adj. 迂腐的；学究式的；卖弄学问的；假装学者的
669 | diode | n. [电子] 二极管
670 | statuesque | adj. 雕像般的；轮廓清晰的；均衡的
671 | terminate | v. 使终止；使结束；解雇 adj. 结束的
672 | illustrious | adj. 著名的，杰出的；辉煌的
