ID|word|meaning
584 | conceive | v. (of)设想,构思,想象；怀胎
585 | emergency | n. 紧急情况,突然事件,非常时刻
586 | successor | n. 接替的人或事物，继任者
587 | retrospect | n. 回顾，回想，追溯
588 | performance | n. 表演,演出；表现；履行,执行
589 | essential | adj. 本质的,基本的 n. 要素
590 | disclose | v. 揭示,泄露
591 | nominate | v. 提名；任命
592 | crisis | n. (pl.crises)危机,紧要关头
593 | indication | n. 指出,指示;表明,显示
594 | heritage | n. 遗产,继承物;传统
595 | scale | n. 规模;刻度;天平,磅秤;比例尺;音阶;鱼鳞
596 | sympathetic | adj. 有同情心的；赞同的，支持的
597 | conversion | n. 转变，转换；信仰的改变；
598 | psychology | n. 心理,心理学,心理状态
599 | tomato | n. 西红柿
600 | mark | n. 痕迹；记号；分数 v. 标记；打分；使有特色
601 | rectangle | n. [数]矩形, 长方形
602 | solo | n. 独奏 adj. 单独的；独唱的 adv. 单独地；独唱地
603 | permanent | adj. 永久的；持久的
604 | former | adj. 以前的,在前的
605 | barbecue | n. 烧烤野餐 v. 炙烤(肉等)
606 | receive | v. 收到,接到；遭受,受到；接待,接见
607 | university | n. (综合)大学
608 | merge | v. (使)结合，(使)合并，(使)合为一体
609 | agency | n. 代理(处)，代办处；[美](政府的)机关，厅
610 | greet | v. 致敬,问候,迎接;扑(鼻),入(耳),触(目)
611 | subsequent | adj. 随后的,后来的
612 | benefit | n. 利益,好处,恩惠 v. 有益于;(from,by)受益
613 | embarrass | v. 使困窘,使局促不安；阻碍,麻烦
614 | marvelous | adj. (marvellous)惊人的,奇迹般的,妙极的
615 | office | n. 办公室,办事处；职务,公职；部,局,处
616 | indicative | adj. (of)指示的,暗示的
617 | proportion | n. 部分；比例；均衡,相称
618 | definite | adj. 明确的;一定的
619 | van | n. 有篷汽车；有篷货运车厢
620 | assist | v. 协助，帮助，促进
621 | medical | adj. 医学的，医疗的，医药的
622 | subjective | adj. 主观(上)的，个人的
623 | vocal | adj. 声音的;有声的;歌唱的 n. 元音;声乐作品
624 | luxury | n. 奢侈,华贵；奢侈品 adj. 奢华的,豪华的
625 | among | prep. 在一群(组)之中；在…之中，于…之间
626 | secret | adj. 秘密的,机密的 n. 秘密
627 | inspiration | n. 灵感；鼓舞,激励
628 | curl | v. (使)卷曲,蜷缩 n. 卷发;卷曲状；卷曲物
629 | deposit | v. 存放；使沉淀 n. 存款；沉积物
630 | crime | n. 罪行,犯罪
631 | abandon | v. 离弃，丢弃；遗弃，抛弃；放弃
632 | memory | n. 记忆力；记忆,回忆；存储(器)
633 | projector | n. 放映机,幻灯机,投影仪
634 | trumpet | n. 喇叭,小号
635 | transparent | adj. 透明的，透光的；易理解的
636 | profitable | adj. 有利可图的,有益的
637 | grade | n. 等级,级别；分数 v. 分等,分级
638 | bicycle | n. (bike)自行车 v. 骑自行车
639 | disposition | n. 性格；排列,部署；倾向,意向
640 | disorder | n. 失调,疾病；混乱,杂乱；骚乱
641 | equality | n. 同等;平等;相等;等式;等同性
642 | export | v. 出口 n. 出口；出口商品
643 | subject | n. 主题；学科 adj. 隶属的；易遭..的 v. 使隶属
644 | furnish | v. 供应,提供；装备,布置
645 | possibility | n. 可能,可能性
646 | prayer | n. 祷告,祷文；祈祷
647 | production | n. 生产,产品,作品,(研究)成果,总产量
648 | continual | adj. 不断的,连续的；频繁的
649 | parent | n. 父母,母亲；母体
650 | survive | v. 幸免于,幸存；比…长命
651 | alongside | adv&prep. 在旁边
652 | involve | v. 包含,含有；涉及
653 | solidarity | n. 团结
654 | embark | v. (使)上船(或飞机,汽车等)；着手,从事
655 | intimidate | v. 胁迫，威胁(某人做某事)
656 | carriage | n. (四轮)马车；(火车)客车厢
657 | remark | n. 评语,意见 v. 评论
658 | detach | v. 分开, 分离, 分遣, 派遣(军队)
659 | immerse | v. 使浸没；使沉浸在
660 | partial | adj. 部分的,不完全的；偏袒的,不公平的,偏爱的
661 | recreation | n. 娱乐,消遣
662 | attract | v. 吸引；引起的注意(或兴趣等)
663 | formation | n. 形成;构成;组织;构造;编制;塑造
664 | speciality | n. (specialty) 特色食品; 特产；专业；专门研究；专长
665 | motion | n. 运动,动；提议,动议 v. 提议,动议
666 | privacy | n. (不受干扰的)独处，自由；隐私
667 | prosper | v. 成功,兴隆,昌盛,使成功,使昌隆,繁荣
668 | articulate | adj. 善于表达的 v. 清楚地讲话
669 | car | n. 汽车，车辆，车；(火车)车厢
670 | gratitude | n. 感激,感谢
671 | resemble | v. 像,类似
672 | synthetic | adj. 合成的,人造的
673 | pessimistic | adj. 悲观(主义)的
674 | insist | v. 坚称，坚决认为
675 | certificate | n. 证(明)书,执照
676 | technology | n. 科技；工艺
677 | testimony | n. 证词
678 | invention | n. 发明,创造,发明物
679 | resemblance | n. 相似,相似性[点,物]
680 | admire | v. 钦佩，赞美，羡慕
681 | succession | n. 继任,继承
682 | counter | n. 柜台；计数器 adj&adv. 相反(的) v. 反对,反击
683 | hers | pron. [she的物主代词]她的(所有物)
684 | primitive | adj. 原始的,远古的,早期的；简陋的; 旧式的
685 | politics | n. 政治；政治学；政纲,政见
686 | parliament | n. 国会,议会
687 | predecessor | n. 前辈，前任
688 | college | n. 高等专科学校；大学；学院
689 | summary | n. 摘要,概要 adj. 概括的,简略的
690 | interact | v. 互相作用,互相影响
691 | import | v. 进口,输入 n. 进口,输入
692 | adverse | adj. 逆的，相反的；敌对的；不利的；有害的
693 | technique | n. 技巧，手艺，工艺；技能，技术
694 | circle | n. 圆,圆周；集团；周期,循环 v. 环绕,旋转
695 | medium | n. 媒体；方法；媒介,介质 adj. 中等的
696 | official | n. 官员,行政官员 adj. 官方的,官方的,正式的
697 | divert | v. 使转向，使改道；转移(注意力)；使娱乐
698 | agitate | v. 煽动，鼓动；宣传
699 | maneuver | n. (manoeuvre)移动;运用,操作; v. 移动
700 | allowance | n. 补贴，津贴；允许量；零用钱
701 | nickname | n. 绰号，浑名 v. 给…起绰号
702 | adverb | n. 副词 adj. 副词的
703 | spiritual | adj. 精神(上)的,心灵的
704 | artery | n. 动脉；干线，要道
705 | merit | n. 优点，成绩 v. 值得
706 | bacterium | n. 细菌
707 | current | n. 水流；气流；电流；潮流,趋势 adj. 当前的;现行的
708 | bottom | n. 底(部),基础,根基；海底,湖底,河床
709 | verify | v. 证实,查证；证明
710 | security | n. 安全(感)；防御(物),保证(人)；(pl.)证券
711 | induce | v. 引诱,劝使；引起,导致
712 | prosperous | adj. 繁荣的,兴旺的,茂盛的,顺利的
713 | cohesive | adj. 团结的，有凝聚力的
714 | merchandise | n. 商品,货物
715 | resign | v. 辞去,辞职；使听从(于),使顺从
716 | battery | n. 电池(组)；(器具等的)一组，一套；炮兵连
717 | motivate | v. 作为…的动机；促动，激励，鼓励
718 | alleviate | v. 减轻，缓和，缓解(痛苦等)
719 | senate | n. 参议院,上院
720 | portray | v. 描写，描绘
721 | commercial | adj. 商业的；商务的；可获利的 n. 广告节目
722 | generator | n. 发电机,发生器
723 | cape | n. 披肩，短披风；海角，岬
724 | intervene | v. (in)干涉,干预;插入,介入
725 | mercy | n. 仁慈,怜悯,宽恕
726 | prevent | v. (from)预防,防止,阻止,制止,妨碍
727 | capable | adj. 有本领的,有能力的;(of)可以…的,能…的
728 | tractor | n. 拖拉机,牵引车
729 | visual | adj. 视觉的，视力的
730 | simulate | v. 模仿,模拟；假装,冒充
731 | valuable | adj. 贵重的,有价值的 n. (pl.)贵重物品,财宝
732 | productive | adj. 能产的,多产的；生产(性)的
733 | detect | v. 察觉,发觉,侦察,探测
734 | fracture | n. 裂缝(痕);骨折 v. (使)断裂,(使)折断
735 | sensation | n. 感觉,知觉；激动,轰动,轰动一时的事情
736 | improve | v. 改善，改进；变得更好
737 | recall | v. 回忆,回想；撤消,收回
738 | affection | n. 喜爱，钟爱；慈爱
739 | formulate | v. 规划；制定；准备；仔细思考并明确表达
740 | conversely | adv. 相反地
741 | graceful | adj. 优美的,文雅的,大方的
742 | monkey | n. 猴子
743 | positive | adj. 肯定的,积极的
744 | access | n. 进入；接入；到达；享用权；入口 v. 存取
745 | panel | n. 专门小组；面板，控制板，仪表盘
746 | erect | v. 建立；树立,使竖立 adj. 直立的,垂直的
747 | oppose | v. 反对,使对立,使对抗,使相对
748 | void | adj. 无效的；毫无…的，缺乏…的
749 | consumption | n. 消费(量),消耗
750 | ambassador | n. 大使；特使，(派驻国际组织的)代表
751 | versatile | adj. 多才多艺的；有多种用途的，多功能的，万用的
752 | vital | adj. 生死攸关的,重大的；生命的,生机的
753 | evoke | v. 唤起(回忆、感情等)；引起
754 | dominate | v. 支配,统治,控制
755 | desolate | adj. 荒凉的;孤独的 v. 使荒芜
756 | accept | v. 接受；认可，同意
757 | secondary | adj. 次要的,二级的；(教育) 中等的
758 | physiological | adj. 生理学的, 生理学上的
759 | pronunciation | n. 发音,发音方法
760 | commerce | n. 买卖，贸易；商务；商业
761 | commodity | n. 商品
762 | video | n. 录影，录像 adj. 电视的,视频的;录像的
763 | selection | n. 选择,挑选；挑选出来的东西
764 | procession | n. 队伍,行列
765 | bath | n. 沐浴,洗澡；浴缸，澡盆 v. (给…)洗澡
766 | furious | adj. 狂怒的,狂暴的,猛烈的
767 | conspiracy | n. 阴谋，密谋，共谋
768 | intellectual | n. 知识分子 adj. 智力的，理智的，有理解力的
769 | calcium | n. 钙(化学符号Ca)
770 | sentiment | n. 意见，观点，感想；多愁善感；感情因素
771 | provision | n. 提供，供给；预备
772 | anticipate | v. 预料；期望；预先考虑；抢先；提前使用
773 | progressive | adj. 进步的,先进的;前进的
774 | documentary | adj. 文献的 n. 记录片
775 | inclusive | adj. 包括的,包含的；范围广的
776 | isle | n. 小岛(用于诗歌中)
777 | disposal | n. 丢弃，处理
778 | grand | adj. 宏伟的，壮丽的，隆重的
779 | bar | n. 条,杆,闩;酒吧;栅,障碍(物) v. 阻挡，阻拦
780 | prospective | adj. 预期的
781 | romance | n. 爱情；恋爱
782 | supervise | v. 管理,监督
783 | medicine | n. 内服药,医药；医术;医学
784 | verse | n. 〔歌曲、诗歌、《圣经》等的〕一节；韵文,诗;诗节,诗句
785 | effect | n. 效应；影响；结果 v. 引起；使发生
786 | aggressive | adj. 侵略的，好斗的；有进取心的
787 | art | n. 美术，艺术；技术，技艺；文科，人文科学
788 | month | n. 月,月份
789 | diverse | adj. 多种多样的,不同的
790 | curtain | n. 窗帘,门帘；幕(布) v. 用帘子隔开
791 | recover | v. 重新获得；(from)恢复,痊愈
792 | possibly | adv. 可能，也许，或许
793 | middle | n. 中间,当中 adj. 中间的,当中的
794 | illustration | n. 插图，图解；说明；例证
795 | equip | v. (with)装备,配备；训练
796 | market | n. 集市,市场；销路,需求(量) v. 销售
797 | sister | n. 姐，妹；护士长；修女，女教士
798 | generous | adj. 慷慨的；宽宏大量的
799 | democracy | n. 民主,民主制；民主国家
800 | sometime | adv. 将来(或过去)某个时候 adj. 以前的
801 | consist | v. (in)在于；(of)由…组成,由…构成
802 | temporary | adj. 暂时的,临时的
803 | incidentally | adv. 附带地,顺便提及
804 | architect | n. 建筑师；设计师；缔造者；创造者
805 | movement | n. 运动；活动；移动,迁移
806 | municipal | adj. 市政府的，市的，市办的
807 | Catholic | adj. 天主教的 n. 天主教徒
808 | generate | v. 产生,发生
809 | simplicity | n. 简单,简易;朴素;直率,单纯
810 | absent | adj. 缺席的；缺乏的，不在场的；心不在焉的
811 | except | prep. 除…之外 v. 除外
812 | privilege | n. 特权,优惠,特许 v. 给予优惠,给予特权
813 | vacant | adj. 空的,未占用的;空缺的;神情茫然的；空缺的；神情茫然的
814 | account | n. 叙述，说明；账目，账户 v. 说明，解释
815 | clothes | n. 衣服(虽为复数，亦不可数)
816 | evidence | n. 证据，证明；证据，证词
817 | community | n. 社区；团体
818 | cloth | n. 织物,衣料；(一块)布
819 | eventually | adv. 终于,最后
820 | appal | v. 使惊骇，使恐怖
821 | classify | v. 分类；分等(级)
822 | division | n. 分,分割；除法；部门
823 | mankind | n. 人类
824 | solitary | adj. 单一的，唯一的；单独的，无伴的；喜欢独处的，不喜与人接触的
825 | method | n. 方法,办法
826 | anniversary | n. 周年，周年纪念日
827 | occur | v. 发生；出现
828 | support | v. 支撑；支持；赡养；维持 n. 支持；拥护；赞同
829 | expense | n. 花费,消费,消耗
830 | approximate | adj. 近似的 v. (to)接近
831 | beneficial | adj. (to)有利的,有益的
832 | disgrace | n. 丢脸，耻辱 v. 使失宠;玷辱,使蒙羞
833 | vocation | n. 职业;召唤;天命;天职;才能
834 | certainly | adv. 一定,必定,无疑；当然,行
835 | general | adj. 总的,大体的；一般的,普通的 n. 将军
836 | basket | n. 筐，篮，篓
837 | accustomed | adj. 习惯的，适应的(一般作表语)；惯常的
838 | composite | adj. 混合成的，综合成的 n. 合成物，复合材料
839 | oblige | v. 强迫,迫使
840 | diameter | n. 直径
841 | acceptance | n. 正式接受；接纳；接受，赞同，赞成，认可
842 | artificial | adj. 人工的，人造的；人为的；虚伪的，做作的
843 | cattle | n. 牛〔指菜牛或奶牛〕
844 | protect | v. (from)保护,保卫
845 | banner | n. 旗(帜)
846 | divide | v. 分；隔开；(by)除
847 | pet | n. 宠物 adj. 钟爱的 (理论、项目、学科等)
848 | systematic | adj. (al)系统的,有组织的
849 | capture | v. 俘虏；夺得,攻占；捕获 n. 捕获,俘虏；夺得,攻占
