ID|word|meaning
465|convey|运输：transport,传递,交流：communicate
466|conviction|深信,确信：being convinced,证明有罪：proved guilty
467|convoke|召集开会：bring together
468|convoluted|复杂的,费解的：complicated
469|convulsion|痉挛(强烈的、无法控制的肌肉收缩)：involuntary contraction,骚乱：disturbance
470|coop|监禁,困于…之中：confine
471|copious|丰富的,大量的：abundant
472|coquette|调情的女子：flirt,调情,不认真对待：playfully
473|cordon|警戒线：line preventing,围成一道防线：form cordon
474|cornucopia|大量：overflowing
475|coronation|加冕,加冕礼：crowning
476|corporeal|肉体的：not spiritual,有形的,实体的：not immaterial
477|corroborate|用证据或权威证实：support with evidence,为…提供证据,支持：provide evidence
478|corrosive|腐蚀性的：destroy slowly,讽刺性的：sarcastic,
479|corrugated|褶皱的：folds
480|cosmopolitan|有世界性眼光的,包容的：worldwide
481|cosset|宠爱：pamper
482|countenance|容忍：put up with,赞成,推崇：favorable opinion,沉着,冷静：evenness
483|counterfeit|仿制的,假冒的：imitation,仿制：fraudulent replica,伪装成：false appearance
484|countermand|取消,撤销：revoke
485|court|追求,献殷勤：seek affections
486|covert|隐蔽的,秘密的：not shown,隐秘庇护所：avoid others
487|covetous|贪婪的,渴求财富的：inordinate desire
488|cow|恐吓,威胁：frighten
489|cowardice|懦弱,不坚定：lack courage
490|cower|畏缩：cringe
491|cozen|诱骗：mislead
492|cramped|狭小的,狭窄的：small
493|crass|粗俗的,愚钝的：unrefined
494|crave|热望：intense desire
495|craven|非常懦弱的,因胆小而遭人鄙视的：lacking courage
496|crease|折痕：folding
497|credence|坚信：firm brief
498|credulous|轻信的,易受骗的：gullible
499|creek|小溪,小河：smaller
500|creep|缓慢地行进：slowly,匍匐前进：body close to the ground
501|crescendo|(声音)渐强：gradual increase,(渐强之后到达的)顶峰：peak
502|crest|顶部,浪尖,山顶
503|crestfallen|垂头丧气的,沮丧的：depressed
504|cronyism|任人唯亲的,对好朋友的偏袒：favoritism friends
505|crook|使弯曲：away from a straight line
506|croon|低声歌唱或说话：murmuring
507|crouch|蹲伏：lower stance
508|crucial|非常重要的,决定性的：extremely significant
509|crumple|弄皱：bend,(因外力挤压而)垮塌：fall down
510|crutch|支撑,支柱：supports
511|crux|中点,关键点：critical point
512|cryptic|秘密的：secret,含义模糊的：ambiguous meaning,超出理解能力的：beyond one’s powers to know
513|culpable|该受谴责的,有罪的：deserving blame
514|cultivate|提升,加强：improve,种植,培养：promote growth
515|cumbersome|笨重的,难处理的：difficult to handle
516|cunning|狡猾的：artful deceptiveness,(手工)灵巧的：skillful,欺诈,欺骗：practice of misleading
517|curmudgeon|脾气坏的、爱抱怨的人：irritable and complaining
518|cursory|匆忙的,不注意细节的：excessive or careless speed
519|curt|言词简略的,直接(以至显得粗鲁)的：direct, brief, and potentially rude,言简意赅的：convey much information
520|curtail|缩短,削减：less in extent or duration
521|cynic|愤世嫉俗者：selfishness
522|dabble|涉猎,对…浅尝辄止：superficially
523|daft|神经错乱的：abnormal, sick state of mind,不明智的：lack of good sense or judgment
524|dais|主席台,嘉宾席：raised platform
525|dally|虚度时光：doing nothing,玩乐：amusement,慢吞吞,磨磨蹭蹭：slowly
526|damper|抑制因素：restrains, depresses
527|dandy|纨绔子弟,爱打扮的人：appearance,最佳的,最好的：very best kind
528|dank|阴湿的：wet
529|dapper|衣冠整洁的：strikingly neat and trim
530|dappled|有斑点的,花的：marked with small spots, mottled, spotted,色彩斑斓的：two or more colors
531|daredevil|大胆鲁莽的(人)：foolishly,不考虑后果的：a lack of concern for the consequence
532|dart|突然移动,猛冲,狂奔：suddenly,公开侮辱：intended to hurt another’s feelings
533|daunt|使胆怯,吓到：to lessen the courage
534|dawdle|闲荡,虚度光阴：spend time idly,拖拖拉拉：slowly
535|deadpan|无趣的,无生气的,不活泼的：impassively 
536|dearth|供应不足：inadequate
537|debacle|溃败：complete failure
538|debark|(使)下船(飞机、车等),卸(客、货)：unload, from a ship or an airplane
539|debase|贬低,贬损：lower standing
540|debilitate|使衰弱：impair strength
541|debris|废墟：discarded, useless material
542|debunk|揭穿…的真面目：true nature,证明…为假：false
543|debut|初次登台,出道：first appearance
544|decadence|衰落,颓废：deterioration, decline
545|decant|轻轻倒出：pour off without disturbing
546|decipher|破译：interpret,对…有清晰的想法,理解,解读：clear idea
547|decode|解码：change into ordinary language,对…有清晰的想法,理解,解读：clear idea
548|decorum|礼仪,得体：appropriateness, propriety
549|decrepit|虚弱的,衰老的,破旧的：weakened
550|default|不履行义务,玩忽职守：nonperformance
551|defer|推迟,延期：postpone,遵从：respect
552|deference|尊崇,顺从：yield to
553|deficiency|缺乏,不足：inadequate
554|defile|(山间)小道：a narrow passage,亵渎：treat with great disrespect,使腐坏,污损：make unfit for use
555|deft|灵巧的,熟练的：skill
556|defuse|抚慰,减轻：make less tense
557|defy|反抗,违抗：go against
558|dehydrate|去除水分,使干燥：remove water,使失去活力：deprive of vitality
559|deify|把…当作神来崇拜：offer honor or respect to,过分喜爱：love or admire,尊敬,尊崇：high status or value to
560|deject|使沮丧：lower the spirits, dishearten
561|deleterious|有害的：harmful
562|deliberate|深思熟虑的：careful
563|delicacy|(外貌、结构等)精致,极度兴奋,发狂：fineness
564|delirium|精神错乱,极度兴奋,发狂：mental disturbance confused
565|delusion|错觉,妄想：false
566|deluge|大暴雨：drenching rain,大量：great flow
567|delve|探究,钻研：detailed search for information
568|demagogue|蛊惑民心的政客：leader false claims
569|demanding|难以取悦的,难满足的：satisfied,费时间花心思的：requiring careful attention
570|demolition|破坏,毁坏：destroying
571|demonstrate|(通过证据)证明,表明：make clear using examples,使明白易懂：make plain or understandable,表现,表露：make known
572|demoralize|使士气低落：dishearten,贬低,使堕落：lower in character
573|demotic|通俗的,大众化的：common
574|demur|表示异议,反对：opposition, objection,犹豫：doubt acceptability qualm
575|denigrate|诋毁,污蔑：scornfully
576|denouement|(小说的)结局：final resolution
577|denounce|公开指责：public or formal disapproval,宣称…道德上错误、可耻：morally wrong
578|dent|凹陷,凹痕：depression,(数量,程度上)削弱：make smaller
579|denude|脱去,使赤裸：bare
580|deplete|耗尽,使衰竭：make complete use
581|deplore|哀悼：sorrow
582|deploy|(有目的地)展开,调度,部署：spread out
583|deportation|放逐：removal from a country
584|depose|宣誓作证：testify,废黜,罢免：remove from a throne,摆放：arrange
585|deposit|自然积累,沉积,矿藏：accumulation,存钱：put in account
586|depravity|道德败坏：immoral, harmful or offensive
587|deprecate|不喜欢：unfavorable opinion,贬低,轻视：express scornfully,降低…的重要性,使低调：play down
588|depreciate|贬低…的价值：lower value,轻视：lower estimation, esteem
589|depressed|不开心的,情绪不高的,消沉的：unhappiness,生活境况悲催的：healthful environment
590|deprivation|匮乏：privation
591|deracinate|根除：pull out 
592|derelict|玩忽职守的,不认真的：lacking duty, carelessly,被社会遗弃的人：social misfit
593|deride|嘲弄,嘲笑：contemptuous mirth
594|derivative|非原创的：originality
595|descend|下降：downward,世代相传：pass by inheritance
596|descendant|后代：deriving directly from
597|desecrate|亵渎,玷污：treat shamefully
598|desiccate|使(食物)脱水以保存,使干燥：drying,使缺乏活力：deprive vitality
599|designate|任命：to pick for a specific position or duty,命名：give a name to
600|despicable|令人鄙视的：loathing and disgust,不荣耀的,不得体的：not honor
601|despise|极其不喜欢的：dislike strongly
602|despotic|专制的,暴虐的：tyrannical
603|desultory|无计划的,无目的的：lacking plan,令人失望的：disappointing
604|detach|使分离：separate
605|detain|拘留,扣留：hold, keep
606|deter|吓住,威慑：prevent, discourage
607|deterioration|恶化,堕落：sinking
608|detour|偏离正常标准：away from standard,改变方向或者路线,绕道：change direction
609|detract|贬低,降低价值：diminish,使分心：draw attention
610|detritus|废品,碎屑,遗骸：product disintegration, destruction, debris
611|devoted|投入的,忠诚的：loyalty, devotion,示爱的,恩爱的：love
612|devout|(对于宗教)虔诚的：devoted to religion,忠诚的：allegiance
613|dexterous|动作灵活的：ready, skilled,头脑灵活的：mentally adroit, skillful
614|diabolic|恶魔一般的：devil
615|diaphanous|模糊的,非实在的：vague insubstantial,(质地精致得)几乎透明的：transparent, translucent
616|diatribe|长篇抨击性演讲：long scolding,挖苦,讽刺的指责：ironic, satirical
617|didactic|喜欢说教的：teach
618|diehard|顽固的,保守的／顽固的人,保守的人：determined, devoted/opposes change, refuses new ideas
619|diffident|不自信的：lack self-confidence,内向的：reserved
620|diffuse|啰嗦的：verbose,不集中的,扩散的：not concentrated,扩展,散开：extend, scatter
621|digress|脱离主题：turn aside main subject
622|dilapidate|(使)荒废：ruin
623|dilate|(使)膨胀,扩大：enlarge, expand, wide,详细表达：more fully greater detail
624|dilatory|拖延的,磨蹭的：cause delay procrastination
625|dilettante|业余爱好者(对艺术或知识领域涉猎浅薄者)／缺乏专业技术的：superficial interest/lacking expert skill
626|diligent|勤勉的,辛勤的：steady, earnest, energetic
627|dilute|稀释／经稀释的：concentrated/low strength, concentration,削弱：diminish strength, flavor, brilliance
628|diminish|(使)变小,(使)减少：smaller, less,轻视,贬低：lessen, belittle
629|din|喧闹声,嘈杂声：loud noise,重复,使人厌烦地反复灌输：again
630|dingy|昏暗的,肮脏的：darkened, dirty
631|diocesan| 主教管辖区的：diocese
632|diplomatic|使用策略的,机智的：tact
633|dire|不吉利的,不详的：calamity,可怕的,恐怖的：fear,迫切的：immediate, urgent,悲惨的：lacking cheer
634|dirge|挽歌：solemn, mournful music
635|disabuse|打消错误念头,纠正：free from error, fallacy, misconception
636|disaffected|不满的,叛逆的：discontented
637|disarm|解除武装：reduce armed forces,使息怒,平息,抚慰：lessen,使无害：harmless
638|disarray|混乱,无秩序：lack order,使混乱：undo order, arrangement
639|disavow|拒绝承认,否认：disclaim
640|discern|识别,辨别差异：perceive, detect
641|discharge|解雇：dismiss,释放：free,不承担责任：freeing obligation, responsibility
642|disciple|信徒,追随者：follower
643|discombobulate|使不安,使混乱：upset, confuse
644|discomfit|使尴尬：embarrassment,阻碍：prevent
